employee_id,training_date,training_program_name,training_type,training_outcome,location,trainer,training_duration_days,training_cost
2569,2023-01-15,Project Management,Internal,Completed,Mitchellchester,Lisa Gomez,2,694.21
2570,2023-05-23,Customer Service,Internal,Incomplete,North Rebecca,Samantha Randolph,2,737.84
2571,2022-08-15,Technical Skills,Internal,Failed,Jimmymouth,Darren Harrell,2,919.95
2572,2022-09-02,Technical Skills,Internal,Completed,Coopermouth,Michael Carroll,5,797.82
2573,2022-09-27,Customer Service,Internal,Passed,South Garymouth,Katherine Morgan MD,2,806.47
2574,2023-07-18,Technical Skills,External,Failed,Claudiahaven,Cynthia Lewis,1,376.59
2575,2023-02-26,Communication Skills,Internal,Incomplete,Deborahland,Debra Smith,2,157.17
2576,2023-02-23,Leadership Development,External,Incomplete,Palmerfurt,Mark Hammond,2,608.82
2577,2023-07-04,Communication Skills,Internal,Failed,South Michael,Joanna Dixon,5,928.48
2578,2022-10-10,Customer Service,External,Incomplete,South Mackenziestad,Kelly Mays,1,812.01
2579,2022-10-02,Project Management,External,Incomplete,North Derek,Andrew Hughes,4,941.61
2580,2023-03-07,Communication Skills,Internal,Incomplete,Washingtonchester,Andrew Prince,1,227.13
2581,2023-05-13,Project Management,External,Passed,Garrettton,Victoria Whitehead,1,257.4
2582,2023-03-17,Leadership Development,Internal,Incomplete,East Robertchester,John Ortega,2,360.65
2583,2023-05-25,Customer Service,External,Completed,Williambury,Valerie Tucker,5,892.97
2584,2023-03-16,Technical Skills,Internal,Incomplete,Port Jenniferside,Mr. Mike Rivera,4,746.93
2585,2023-02-18,Customer Service,External,Incomplete,Lake Megan,Alexis Lee,1,909.6
2586,2022-08-05,Customer Service,Internal,Completed,Bradborough,Diana Walsh,5,222.04
2587,2023-01-27,Project Management,Internal,Failed,West Dylan,Amanda Johnson,3,583.69
2588,2023-07-09,Communication Skills,Internal,Passed,Rebeccahaven,April Montes,3,856.44
2589,2023-04-03,Communication Skills,External,Completed,New Courtney,William Dunn,4,919.1
2590,2023-06-14,Leadership Development,External,Incomplete,West Daniel,James Pearson,3,606.76
2591,2022-10-06,Customer Service,Internal,Completed,North Michaelbury,Jacob Johnson,2,745.31
2592,2023-02-10,Technical Skills,Internal,Incomplete,Mooreville,Susan Garcia,3,240.57
2593,2022-08-16,Communication Skills,Internal,Failed,Melvinchester,Mrs. Jasmine Heath,3,659.82
2594,2022-12-01,Communication Skills,Internal,Failed,South Michael,Richard Jones,3,273.94
2595,2022-08-12,Customer Service,External,Failed,Austinport,Melvin Porter,4,920.91
2596,2023-02-22,Communication Skills,External,Incomplete,New Ericaborough,Jose Webster,2,114.28
2597,2022-10-22,Communication Skills,External,Passed,Hallmouth,John Smith,3,242.28
2598,2022-12-14,Customer Service,External,Completed,Lambport,Samantha Vega,3,420.06
2599,2023-02-13,Customer Service,External,Failed,Roblesport,Alyssa Mitchell,2,288.93
2600,2023-05-14,Project Management,Internal,Completed,West Wendyton,Brenda Rodriguez,3,637.45
2601,2023-06-29,Communication Skills,External,Failed,Marissastad,Lori Miller,5,944.24
2602,2022-12-25,Leadership Development,Internal,Failed,Brownhaven,Sharon Matthews,4,364.41
2603,2022-10-20,Communication Skills,Internal,Passed,Christopherside,Brandon Mccarty,5,605.84
2604,2022-11-01,Leadership Development,Internal,Failed,Robinview,Erin Mills,5,990.59
2605,2022-11-14,Project Management,External,Completed,Reidburgh,Shaun Torres,4,549.19
2606,2022-11-15,Leadership Development,External,Incomplete,Kimhaven,Kara King,1,587.34
2607,2022-12-26,Technical Skills,External,Completed,Lake Marcus,Michael Brown,3,918.96
2608,2023-01-21,Project Management,Internal,Incomplete,South Megan,Christina Moore,2,525.41
2609,2022-09-04,Communication Skills,External,Passed,Salazarstad,Jason Velez,1,484.08
2610,2023-06-25,Customer Service,External,Passed,Lake Jennifer,April Harris,5,184.63
2611,2022-10-29,Customer Service,Internal,Failed,Rileybury,Mark Burton,3,793.77
2612,2023-04-23,Customer Service,Internal,Completed,Carmenfurt,Caitlin Flores,3,301.02
2613,2022-10-28,Leadership Development,Internal,Failed,East Josephmouth,Noah Morales,3,253.86
2614,2022-11-09,Project Management,External,Completed,Brianstad,Corey Pennington,2,468.59
2615,2023-03-10,Leadership Development,Internal,Completed,North William,Derrick Hernandez,5,689.87
2616,2023-04-16,Customer Service,External,Failed,Paulmouth,Robert Ingram,5,428.33
2617,2023-07-24,Project Management,External,Completed,South Mark,Morgan Wallace,2,806.47
2618,2023-01-23,Communication Skills,Internal,Passed,Christopherburgh,Mark Smith,3,399.63
2619,2022-12-30,Technical Skills,Internal,Completed,Cynthiaview,Stephanie Hopkins,3,440.24
2620,2023-01-24,Communication Skills,External,Passed,New Matthewside,Shannon Flores,1,485.2
2621,2023-03-03,Project Management,Internal,Incomplete,Port Christopher,Lynn Jones,2,451.56
2622,2022-12-08,Leadership Development,External,Passed,West Erinchester,David Jenkins,5,159.37
2623,2022-08-28,Leadership Development,Internal,Incomplete,Fernandezhaven,Shelley Mccoy,4,310.28
2624,2022-11-04,Customer Service,Internal,Incomplete,New Carmenchester,Laura Baker,2,227.91
2625,2022-10-01,Technical Skills,Internal,Failed,Lopezside,Marcus Davis,3,379.25
2626,2023-01-05,Technical Skills,Internal,Incomplete,West Sarah,Scott Alvarado,3,197.3
2627,2022-08-18,Customer Service,Internal,Completed,Gatesstad,Amanda Owens,4,862.64
2628,2022-09-05,Technical Skills,Internal,Passed,West Joshua,Sandra Herman,1,896.12
2629,2023-01-05,Communication Skills,External,Completed,Davidsonport,Jonathan Garcia,4,750.65
2630,2022-09-07,Technical Skills,External,Incomplete,New Kevinland,Kimberly Lopez,4,424.19
2631,2022-10-11,Customer Service,External,Incomplete,Laneshire,Mrs. Amy Riley,4,775.32
2632,2023-04-19,Customer Service,External,Incomplete,Odonnellside,Gerald White,2,209.47
2633,2023-02-09,Project Management,Internal,Completed,Watkinsfurt,Kimberly Robinson,2,859.39
2634,2023-05-26,Project Management,External,Completed,Kimberlybury,Dr. Lisa Bishop MD,1,532.85
2635,2023-02-03,Communication Skills,External,Passed,West Dawn,Jennifer Miller,2,136.6
2636,2023-07-14,Communication Skills,Internal,Passed,Port Tiffanybury,Eric Shaw,4,483.54
2637,2023-04-24,Communication Skills,Internal,Completed,Port Johnville,Daniel Morris,1,709.79
2638,2023-05-28,Technical Skills,External,Passed,Lake Noah,Jose Warren,2,152.85
2639,2023-02-19,Project Management,Internal,Completed,New Dave,Sarah Rojas,4,977.29
2640,2023-02-20,Project Management,Internal,Failed,Sabrinaport,Benjamin Rogers,4,237.14
2641,2022-08-25,Technical Skills,Internal,Passed,Port Sarahmouth,Dr. Oscar White DDS,5,637.84
2642,2023-07-01,Project Management,Internal,Completed,Moniqueville,Bruce Stanton,1,889.73
2643,2023-06-15,Project Management,Internal,Failed,Port Jillview,Dale Wilkinson,2,357.94
2644,2023-04-01,Customer Service,Internal,Incomplete,East Eileenton,Jeff Martin,1,150.96
2645,2022-11-02,Technical Skills,Internal,Completed,Thomaston,Richard Ramos,2,933.2
2646,2023-07-15,Project Management,External,Failed,Guzmanmouth,Kyle Brown,3,378.6
2647,2023-01-28,Project Management,Internal,Completed,East Teresaville,Patricia Lester,5,162.93
2648,2023-03-07,Project Management,External,Incomplete,Caitlinfort,Terry Maddox,3,294.91
2649,2022-09-25,Communication Skills,Internal,Passed,North Teresa,Christopher Yates,1,836.76
2650,2022-08-29,Communication Skills,Internal,Passed,Port Ashleyport,Ruben Gilbert,1,136.23
2651,2023-06-12,Customer Service,External,Completed,Wrightchester,Jacob Moore,3,236.69
2652,2022-10-23,Customer Service,External,Incomplete,Lake Michael,Lisa Rodgers,1,424.44
2653,2023-01-24,Technical Skills,Internal,Incomplete,Singletonmouth,Kelly Walker,3,139.71
2654,2023-03-18,Communication Skills,External,Passed,West Judy,Jason Parker,3,428.13
2655,2023-05-31,Project Management,External,Incomplete,Cameronchester,Robert Keller,3,972.66
2656,2023-02-25,Communication Skills,External,Failed,Youngview,Kevin Decker,1,877.57
2657,2023-05-08,Project Management,External,Failed,Port Cynthia,Sharon Cain,3,751.13
2658,2023-06-29,Technical Skills,External,Passed,Jessicamouth,Henry Brown,1,471.89
2659,2022-08-30,Customer Service,External,Failed,South Wanda,Michael Wheeler,3,957.63
2660,2022-09-07,Project Management,External,Passed,Greenfort,Mary Villanueva,1,788.33
2661,2023-01-12,Communication Skills,Internal,Completed,Matthewton,Allen Miller,4,220.32
2662,2023-03-10,Project Management,External,Completed,Lake Josephtown,Dustin Phillips,5,406.1
2663,2022-12-17,Customer Service,External,Passed,North Elizabethberg,Taylor Lopez,4,819.64
2664,2022-09-13,Project Management,External,Incomplete,Halefurt,Elizabeth Lloyd,3,355.84
2665,2022-09-03,Communication Skills,Internal,Completed,Port Jenniferfort,William Graham,4,786.38
2666,2023-02-02,Project Management,Internal,Failed,Lake Brett,Kiara Davenport,2,460.62
2667,2023-02-05,Leadership Development,External,Passed,Priceville,Isaiah Oconnell DDS,4,821.39
2668,2023-01-19,Project Management,Internal,Passed,East Selenaville,Stephen Silva,3,968.31
2669,2023-03-17,Project Management,Internal,Completed,New Richard,Grace Davis,3,912.22
2670,2023-06-28,Project Management,External,Completed,Amandaside,Marc Smith,4,144.83
2671,2023-01-14,Project Management,Internal,Passed,Karenchester,Stephanie Parrish,4,425.59
2672,2023-07-18,Project Management,Internal,Incomplete,Bishophaven,Gabriel Miller,2,118.43
2673,2023-05-11,Customer Service,Internal,Incomplete,Sarashire,Candace Anderson,2,281.27
2674,2023-04-05,Customer Service,External,Incomplete,North Benjaminchester,Joshua Deleon,5,283.65
2675,2022-10-07,Customer Service,Internal,Completed,Lake Shannonborough,Joshua Harrington,3,475.75
2676,2022-10-11,Leadership Development,External,Failed,East Matthewbury,Jennifer Reed,3,188.07
2677,2022-12-30,Technical Skills,External,Incomplete,West Carl,Aaron Duncan,4,843.69
2678,2023-04-06,Project Management,External,Failed,Mooreburgh,Alexa Brown,3,166.28
2679,2022-08-17,Communication Skills,External,Completed,Reynoldsside,Amanda Decker,2,119.62
2680,2023-05-11,Customer Service,Internal,Failed,Evanhaven,Samantha Jackson,2,400.81
2681,2023-01-26,Leadership Development,Internal,Completed,Sarahshire,Cassandra Davis,1,318.38
2682,2023-05-05,Communication Skills,External,Failed,North Johnville,Amanda Huff,3,238.12
2683,2022-08-26,Technical Skills,External,Passed,East Tammy,Dawn Moon,2,412.34
2684,2023-01-23,Communication Skills,Internal,Passed,Cassandrashire,William Frank,5,776.58
2685,2023-02-07,Project Management,External,Passed,West Kevinton,Nancy Mills,4,231.34
2686,2022-11-12,Project Management,External,Completed,Lake Danielle,Courtney Palmer,1,278.7
2687,2023-07-20,Technical Skills,External,Incomplete,East Kelsey,Edward Davis,1,272.22
2688,2022-11-18,Customer Service,External,Completed,East Christopherhaven,Morgan Carlson,2,638.6
2689,2023-07-12,Project Management,External,Passed,Leslieburgh,James Reid,1,812.6
2690,2023-02-23,Technical Skills,External,Completed,Cannonfurt,Ryan Decker,1,134.11
2691,2022-12-29,Project Management,External,Failed,Lewisstad,Kayla Peterson,3,934.3
2692,2023-05-30,Communication Skills,External,Completed,New Matthew,David Roberts,1,614.11
2693,2023-05-16,Project Management,External,Failed,Marieshire,Barbara Thomas,2,175.75
2694,2022-08-08,Customer Service,External,Failed,North Christopher,Sandra Warren,2,167.34
2695,2023-01-25,Customer Service,External,Passed,Pughstad,Grant Long,2,123.83
2696,2023-03-29,Technical Skills,External,Incomplete,Lake Anthony,Nicholas King,2,932.48
2697,2023-02-19,Project Management,Internal,Completed,Carlhaven,Leonard Hancock,4,714.81
2698,2022-12-12,Project Management,Internal,Incomplete,Biancafort,Cindy Richard,3,152.78
2699,2023-01-31,Technical Skills,External,Incomplete,Michellebury,Julia Smith,2,717.16
2700,2023-06-29,Technical Skills,External,Failed,Port Thomasville,Michael Lynch,1,272.59
2701,2023-04-20,Leadership Development,External,Incomplete,Moorefurt,Rebecca Ball,5,155.14
2702,2022-09-05,Communication Skills,Internal,Completed,Alfredmouth,Gregg Jacobs,1,328.74
2703,2023-03-31,Leadership Development,Internal,Passed,Lake Melissa,Joel Romero,2,775.58
2704,2022-12-10,Leadership Development,Internal,Incomplete,Phillipsstad,Luis Ingram,2,499.97
2705,2023-05-24,Communication Skills,External,Incomplete,Lake Lindaburgh,Angela Simmons,1,826.31
2706,2023-03-28,Leadership Development,Internal,Failed,Johnmouth,Brian Espinoza,5,258.38
2707,2022-11-16,Customer Service,External,Incomplete,Melissaberg,Tonya Austin,3,412.09
2708,2022-12-04,Leadership Development,Internal,Failed,Lake Matthew,William Stanley,5,294.23
2709,2022-10-15,Technical Skills,Internal,Failed,Donaldshire,Molly Nguyen,2,415.45
2710,2023-07-20,Customer Service,Internal,Failed,West Thomasstad,Samantha Benson,5,807.71
2711,2022-09-13,Leadership Development,Internal,Completed,East Michaelville,Andrew Maldonado,1,408.39
2712,2023-01-30,Communication Skills,External,Passed,Lake Scottville,Richard Hammond,1,741.6
2713,2023-04-09,Technical Skills,External,Completed,Hintonhaven,Matthew Parker,3,193.48
2714,2023-01-08,Technical Skills,Internal,Incomplete,New Amyfort,David Watkins,5,831.09
2715,2022-10-14,Customer Service,External,Completed,Phillipsport,Michelle Hicks,5,573.56
2716,2023-01-16,Leadership Development,Internal,Completed,Port Haroldtown,Dave Williams,4,247.11
2717,2023-03-25,Communication Skills,Internal,Passed,Wagnerfort,Dennis Davis,5,866.13
2718,2022-11-13,Project Management,Internal,Incomplete,North Amber,Daniel Green,5,760.24
2719,2023-07-25,Leadership Development,Internal,Passed,Lake Mirandamouth,Mrs. Stacey Martinez,5,992.93
2720,2023-05-09,Customer Service,External,Failed,Ginaton,Michael Bailey,2,960.4
2721,2022-10-19,Project Management,Internal,Incomplete,East Adrianhaven,Richard Fisher,4,173.54
2722,2023-07-17,Leadership Development,External,Passed,Reedfurt,Robert Torres,1,334.08
2723,2023-07-22,Leadership Development,External,Incomplete,South Kimberly,Christy Jones,3,763.23
2724,2023-06-03,Leadership Development,External,Completed,Port Nicholasfort,Abigail Higgins,2,611.51
2725,2022-12-29,Technical Skills,Internal,Incomplete,East Stephen,Allison Moore,2,354.21
2726,2023-01-16,Customer Service,External,Passed,Lake Jacqueline,Christine Logan,3,502.39
2727,2022-12-31,Communication Skills,Internal,Incomplete,Daisyview,Donna Cain PhD,2,687.99
2728,2023-01-27,Project Management,Internal,Completed,Millerborough,Jeremy Morris,5,877.47
2729,2023-07-06,Leadership Development,External,Passed,Scottchester,Mrs. Tracey Martinez,2,700.04
2730,2023-05-20,Project Management,External,Incomplete,East Michael,Teresa Jenkins,5,486.43
2731,2023-04-20,Technical Skills,Internal,Failed,West Hollymouth,Christopher White,1,897.96
2732,2023-02-23,Customer Service,Internal,Completed,Michaelview,Megan Hill,3,147.28
2733,2023-02-12,Leadership Development,Internal,Completed,New Toddville,Michael Smith,5,612.96
2734,2023-02-22,Communication Skills,External,Completed,Lake Tanya,Dennis Lucas,5,953.92
2735,2022-11-12,Leadership Development,External,Incomplete,Smithburgh,Anthony Young,1,519.23
2736,2023-03-05,Technical Skills,Internal,Passed,Nelsonburgh,Linda Weaver,1,297.94
2737,2023-04-18,Communication Skills,Internal,Failed,South Tyronetown,Sandra Jenkins,5,317.55
2738,2022-10-01,Communication Skills,Internal,Incomplete,Chapmanmouth,Harold Harper,5,880.42
2739,2022-08-21,Customer Service,Internal,Completed,East Shaneside,Jenny Peters,1,457.71
2740,2023-05-17,Communication Skills,Internal,Completed,South Desiree,Michelle Moreno,3,200.27
2741,2022-09-26,Technical Skills,External,Failed,Amandamouth,Jonathan Sparks,5,573.08
2742,2022-09-05,Communication Skills,Internal,Incomplete,Millermouth,Lisa Stevens,4,785.39
2743,2023-04-20,Technical Skills,Internal,Failed,Lake Monica,Laura Walker,3,437.36
2744,2022-10-29,Technical Skills,External,Incomplete,Butlershire,Mr. Christopher Howard II,5,955.17
2745,2022-10-12,Technical Skills,Internal,Failed,Priceshire,Andres Thomas,3,542.56
2746,2023-02-12,Project Management,External,Incomplete,Rochatown,Renee Mcdonald,5,399.23
2747,2022-10-15,Technical Skills,External,Failed,West Laurentown,Rhonda Rivera,2,677.74
2748,2023-01-14,Project Management,External,Completed,Port Madison,Christopher Mitchell,2,301.42
2749,2022-11-19,Customer Service,External,Failed,Wilsonmouth,Andrea Barker,5,149.65
2750,2023-02-27,Customer Service,Internal,Passed,New Carlyview,Derek Johnston,1,462.45
2751,2023-02-15,Communication Skills,External,Incomplete,East Michael,Brian Cobb,2,585.76
2752,2022-12-06,Customer Service,Internal,Incomplete,Alexandraview,Mary Robinson,5,450.64
2753,2022-10-18,Communication Skills,Internal,Completed,Natashaton,Rachel Dixon,1,437.7
2754,2023-04-04,Project Management,Internal,Failed,Port Eric,Michael Mckinney,1,823.08
2755,2022-12-21,Technical Skills,Internal,Completed,New James,Matthew Mueller,4,118.68
2756,2023-04-04,Communication Skills,External,Completed,East Michaelton,Dr. Craig Baker,5,120.79
2757,2022-12-19,Technical Skills,External,Failed,South Robin,Jonathan Alvarez,1,519.35
2758,2023-05-17,Technical Skills,External,Incomplete,Jasonview,Christine Stein,4,100.17
2759,2023-06-30,Project Management,Internal,Incomplete,Port William,Cathy Velazquez,1,662.8
2760,2023-05-03,Leadership Development,Internal,Completed,Chaseside,Caitlin Chavez,3,287.59
2761,2022-11-26,Project Management,External,Incomplete,East Kerri,Victoria Stevens,4,653.32
2762,2023-04-26,Leadership Development,Internal,Failed,Kimberlymouth,Jeremy Mendez,3,254.85
2763,2022-11-24,Technical Skills,External,Completed,Michaelbury,Steven Williams,4,430.35
2764,2023-06-14,Communication Skills,External,Incomplete,Thompsonmouth,Monique Wang,5,755.77
2765,2023-03-30,Customer Service,Internal,Incomplete,Michaelside,Lauren Matthews,2,529.91
2766,2023-03-25,Technical Skills,External,Completed,New Richardburgh,Michelle Lara,1,440.14
2767,2023-01-21,Customer Service,Internal,Passed,West Tara,Jennifer Thomas,2,972.3
2768,2022-10-24,Project Management,Internal,Incomplete,New Judithside,Patrick Jones,5,176.6
2769,2023-07-17,Project Management,Internal,Completed,Brittneyfort,Kelsey Scott,1,747.74
2770,2023-07-07,Customer Service,External,Passed,Stephensfurt,Kimberly Martinez,5,451.03
2771,2022-12-11,Technical Skills,Internal,Incomplete,New Stephen,Luis Wiley,5,255.16
2772,2023-02-06,Leadership Development,Internal,Passed,Hessburgh,Timothy Valdez,5,258.08
2773,2023-02-02,Communication Skills,Internal,Completed,Port Aaron,Jonathan Todd,4,697.67
2774,2023-08-05,Communication Skills,Internal,Passed,Byrdville,David Martin,5,694.23
2775,2022-11-05,Technical Skills,Internal,Incomplete,Dustinville,Gerald Gonzales,1,703.45
2776,2023-07-09,Leadership Development,External,Incomplete,Charleschester,Sarah Willis,1,134.44
2777,2023-07-25,Communication Skills,Internal,Failed,East Rebeccaburgh,Anthony Holland,2,458.37
2778,2022-10-06,Project Management,External,Failed,Lake Cassandraburgh,Leonard Garner,5,594.73
2779,2023-02-13,Leadership Development,Internal,Completed,Colemanburgh,Ann Stevens,3,330.68
2780,2022-12-24,Communication Skills,Internal,Incomplete,Elizabethside,Lisa Harrell,3,625.69
2781,2022-11-12,Leadership Development,Internal,Completed,South Tiffany,Dustin Haley,5,437.26
2782,2022-10-17,Leadership Development,Internal,Passed,New Jamieshire,Mark Lopez,2,134.99
2783,2023-05-20,Technical Skills,External,Incomplete,Port Vanessamouth,Steven Miller,4,880.21
2784,2022-09-08,Customer Service,Internal,Completed,Owenston,Ian Snow,5,427.99
2785,2022-11-26,Technical Skills,Internal,Completed,Markshire,Amanda Gardner,1,925.68
2786,2023-06-16,Communication Skills,External,Incomplete,Reynoldsland,David Rogers,4,485.05
2787,2023-04-18,Technical Skills,External,Passed,Gordonmouth,Victoria Riley,5,720.07
2788,2023-01-21,Project Management,External,Incomplete,Lake Dennis,Michaela Diaz,5,161.15
2789,2023-06-06,Project Management,Internal,Completed,Lake Taratown,Lori Wall,4,899.17
2790,2022-09-20,Communication Skills,External,Incomplete,Brooksport,Tim Henderson,1,438.31
2791,2023-04-08,Communication Skills,Internal,Passed,Youngland,Allison Manning,3,903.18
2792,2023-05-21,Technical Skills,External,Passed,Valenzuelaview,April Peterson,2,607.81
2793,2022-10-09,Project Management,External,Incomplete,Williamstad,Evan Adams,1,774.44
2794,2023-01-10,Customer Service,Internal,Incomplete,Debraview,Kim Shea,3,644.38
2795,2023-04-30,Customer Service,Internal,Failed,Horneside,Jaclyn Cordova,4,457.74
2796,2022-10-19,Communication Skills,External,Incomplete,Theresastad,John Choi,2,840.27
2797,2022-12-18,Communication Skills,External,Failed,Blackborough,Paula Gill,1,559.59
2798,2023-04-24,Leadership Development,External,Completed,Lindaside,Keith Scott,1,840.65
2799,2023-07-28,Communication Skills,Internal,Incomplete,Stephaniemouth,Debbie Arnold,1,543.46
2800,2022-12-20,Customer Service,External,Incomplete,New Frankshire,David Young,1,729.03
2801,2023-06-14,Leadership Development,External,Incomplete,Vazquezport,Annette Thomas,4,449.65
2802,2023-04-21,Technical Skills,External,Passed,Megantown,Tanya Lozano,3,213.38
2803,2023-01-29,Leadership Development,Internal,Failed,Adamsmouth,Emma Wright,4,106.21
2804,2023-01-26,Leadership Development,Internal,Completed,Lake Kimberly,Jamie Kim,5,483.07
2805,2023-07-18,Project Management,Internal,Passed,Melissahaven,Nicole Medina,2,515.31
2806,2023-05-27,Communication Skills,Internal,Incomplete,Lake Andreaville,Zachary Jackson,5,290.8
2807,2023-04-16,Customer Service,Internal,Passed,Montgomeryport,Antonio Kidd,4,977.46
2808,2022-09-23,Communication Skills,External,Passed,East Connor,Susan Fowler,5,105.41
2809,2022-12-21,Technical Skills,Internal,Failed,Jonesmouth,Patricia Hernandez,2,856.23
2810,2023-04-05,Technical Skills,Internal,Incomplete,Lake Lisamouth,Michael Lyons,3,964.33
2811,2022-11-04,Technical Skills,External,Completed,Robertview,Amanda Andersen,3,589.88
2812,2022-11-25,Leadership Development,External,Incomplete,Flowerston,Dr. Natalie Pacheco,4,663.36
2813,2023-04-20,Technical Skills,Internal,Completed,North Margaretstad,Steven Blair,2,249.88
2814,2023-07-31,Leadership Development,Internal,Passed,Mooreborough,Melissa Morgan,2,809.89
2815,2023-05-10,Project Management,Internal,Completed,Dustinhaven,Priscilla Andrews,5,224.58
2816,2023-03-17,Project Management,External,Incomplete,North Mario,Robert May,3,251.78
2817,2023-01-13,Technical Skills,External,Failed,Montoyaville,Charles Rubio,2,314.0
2818,2023-02-27,Technical Skills,External,Completed,South Annmouth,Edwin Brown,5,453.51
2819,2023-07-31,Leadership Development,Internal,Failed,North Rebecca,Lisa Hebert,2,595.4
2820,2022-10-23,Project Management,External,Completed,Ericberg,Mrs. Margaret Moon DDS,2,606.3
2821,2023-03-06,Technical Skills,Internal,Incomplete,Aaronborough,David Cunningham,5,841.22
2822,2022-09-18,Communication Skills,Internal,Failed,East Michael,Jessica Berry,4,912.5
2823,2022-09-04,Communication Skills,External,Incomplete,West Jesse,Amanda White,2,196.27
2824,2022-09-07,Project Management,Internal,Incomplete,Hoffmanbury,Molly Miranda,1,224.09
2825,2022-11-02,Technical Skills,External,Completed,Whiteberg,Alexandra Smith,2,363.8
2826,2023-07-13,Customer Service,Internal,Failed,Craigton,David Wright,2,656.05
2827,2022-09-07,Leadership Development,Internal,Incomplete,East Brandonfort,Andrea Daugherty,1,629.85
2828,2023-01-30,Communication Skills,Internal,Completed,Deborahville,Dennis Romero,3,915.92
2829,2022-10-26,Customer Service,External,Passed,North Michaelchester,Francis Rosales,3,487.27
2830,2022-12-06,Project Management,External,Completed,Whitebury,Shawn Dillon,1,266.42
2831,2023-02-09,Communication Skills,External,Incomplete,Christineport,Cynthia Allen,1,277.22
2832,2022-12-23,Customer Service,Internal,Incomplete,Hebertville,Andrew Harvey,1,545.87
2833,2022-08-24,Leadership Development,External,Incomplete,Heidiburgh,Melanie Harris,3,182.84
2834,2023-06-10,Technical Skills,External,Completed,Port Stacymouth,Casey West,4,149.67
2835,2022-11-22,Customer Service,Internal,Completed,Moorefurt,Amber Berry,4,939.72
2836,2023-05-18,Customer Service,External,Completed,Port Mike,Brian Williams,5,410.04
2837,2023-06-08,Communication Skills,External,Incomplete,Sandersfort,Tonya Stein,1,945.59
2838,2023-05-18,Communication Skills,Internal,Completed,Port Andreaton,Robert Flores,4,539.06
2839,2022-08-07,Customer Service,External,Incomplete,South Melissamouth,Laura Palmer,2,837.22
2840,2022-10-04,Customer Service,Internal,Incomplete,Rodneyton,Brandon Fuller,3,360.08
2841,2023-04-22,Customer Service,Internal,Completed,Port Tinastad,Lauren Parker,2,405.48
2842,2022-12-22,Project Management,Internal,Failed,Huffton,Becky Curtis,4,577.78
2843,2022-10-01,Leadership Development,External,Completed,Thomasmouth,Amanda Woodard,2,102.16
2844,2022-08-28,Leadership Development,Internal,Passed,Port Lauren,Bobby Knight,5,336.98
2845,2023-02-06,Customer Service,External,Completed,South Lori,Pamela Myers,2,764.22
2846,2022-09-02,Communication Skills,Internal,Incomplete,Lake Courtney,Joseph Nelson,2,326.54
2847,2023-07-16,Customer Service,Internal,Completed,Port Douglas,Beth Ryan,3,762.23
2848,2023-07-21,Customer Service,Internal,Failed,Adammouth,Michelle Sullivan,2,510.12
2849,2023-05-06,Technical Skills,Internal,Failed,Kristybury,Donna Gonzalez,3,706.23
2850,2023-04-26,Technical Skills,External,Passed,Jaredtown,Thomas Villarreal,2,634.36
2851,2023-07-16,Communication Skills,Internal,Failed,West Cherylland,Rebecca Bullock,2,718.77
2852,2023-06-23,Communication Skills,Internal,Incomplete,Brownbury,Austin Moss,3,820.39
2853,2023-01-01,Leadership Development,Internal,Passed,West Dennisborough,Tyrone Fernandez,1,835.07
2854,2023-04-18,Project Management,External,Incomplete,West Wesley,Kevin Moore,4,670.82
2855,2022-09-05,Technical Skills,External,Passed,East Laurenstad,Kathleen Valenzuela,1,596.23
2856,2023-01-03,Customer Service,Internal,Completed,Port Joshuaport,Rebecca Frazier,2,842.67
2857,2022-12-25,Customer Service,Internal,Completed,North Edwardtown,Alyssa Morrow,3,229.18
2858,2022-11-10,Project Management,Internal,Failed,South Desireebury,Jerry Berry,3,851.72
2859,2022-09-23,Technical Skills,Internal,Completed,New Thomas,Brett Hernandez,1,798.08
2860,2022-09-13,Leadership Development,External,Passed,North William,Mark Flores,3,587.16
2861,2022-11-07,Project Management,External,Completed,Lake Johnbury,Stephen Estrada,2,828.48
2862,2023-04-11,Communication Skills,Internal,Incomplete,Edwardview,Theresa Burke,3,192.39
2863,2022-12-08,Customer Service,Internal,Completed,North Robert,Gabrielle Pierce,4,422.27
2864,2023-06-16,Leadership Development,External,Failed,New Jillfort,Lori Miles,4,242.25
2865,2023-03-22,Customer Service,External,Passed,Maryville,Tracy Gonzalez,4,653.99
2866,2023-04-11,Project Management,External,Passed,Millerport,Gabriella Salazar,5,792.46
2867,2023-02-21,Leadership Development,External,Incomplete,Davidstad,Lisa Snyder,4,317.26
2868,2023-06-17,Leadership Development,External,Failed,Rodriguezberg,Jacob Richards,5,866.79
2869,2023-05-04,Leadership Development,Internal,Completed,Lake David,Ian Simon,2,422.63
2870,2023-02-24,Project Management,Internal,Passed,Margaretfort,Robert Ortiz,5,413.42
2871,2022-10-16,Communication Skills,External,Incomplete,Richardfurt,Trevor Holmes,5,900.02
2872,2023-03-20,Communication Skills,Internal,Passed,Morenoland,Matthew Shaffer,3,573.84
2873,2023-06-05,Project Management,Internal,Failed,Phamborough,Courtney Gray,2,801.16
2874,2022-09-27,Project Management,Internal,Passed,Port Tylerfort,Ryan Powers,5,107.25
2875,2022-09-17,Project Management,External,Incomplete,East Andrew,Maurice Green,1,892.56
