employee_id,leave_type,start_date,end_date,reason,status,decided_by,decided_at,created_at
998,ANNUAL,2026-02-05,2026-02-09,,APPROVED,oscar.wang@nexuserp.com,2026-01-26 00:00:00,2026-01-13 00:00:00
999,ANNUAL,2026-04-20,2026-04-29,,APPROVED,hugo.jones@nexuserp.com,2026-04-10 00:00:00,2026-03-21 00:00:00
1001,SICK,2025-11-01,2025-11-03,,APPROVED,andrew.smith@nexuserp.com,2025-10-24 00:00:00,2025-09-25 00:00:00
1001,ANNUAL,2025-11-17,2025-11-21,,APPROVED,andrew.smith@nexuserp.com,2025-11-06 00:00:00,2025-10-24 00:00:00
1003,ANNUAL,2026-07-20,2026-07-22,,APPROVED,elizabeth.tanaka2@nexuserp.com,2026-07-07 00:00:00,2026-06-28 00:00:00
1003,ANNUAL,2026-06-01,2026-06-08,,APPROVED,elizabeth.tanaka2@nexuserp.com,2026-05-15 00:00:00,2026-05-07 00:00:00
1004,ANNUAL,2026-01-24,2026-02-02,,APPROVED,sara.khalil@nexuserp.com,2026-01-06 00:00:00,2026-01-01 00:00:00
1004,ANNUAL,2025-12-29,2026-01-06,,APPROVED,sara.khalil@nexuserp.com,2025-12-24 00:00:00,2025-11-21 00:00:00
1005,ANNUAL,2026-04-24,2026-04-27,,APPROVED,john.clark@nexuserp.com,2026-04-21 00:00:00,2026-03-16 00:00:00
1005,ANNUAL,2026-01-19,2026-01-21,,APPROVED,john.clark@nexuserp.com,2026-01-01 00:00:00,2025-12-24 00:00:00
1006,ANNUAL,2026-01-06,2026-01-14,,APPROVED,arjun.wang@nexuserp.com,2025-12-27 00:00:00,2025-12-02 00:00:00
1006,SICK,2026-08-25,2026-08-26,,APPROVED,arjun.wang@nexuserp.com,2026-08-07 00:00:00,2026-08-03 00:00:00
1009,SICK,2026-09-10,2026-09-12,,APPROVED,ryan.taylor@nexuserp.com,2026-09-01 00:00:00,2026-08-16 00:00:00
1009,ANNUAL,2026-02-27,2026-03-04,,APPROVED,ryan.taylor@nexuserp.com,2026-02-17 00:00:00,2026-02-03 00:00:00
1010,ANNUAL,2026-01-16,2026-01-23,,APPROVED,sharon.muller@nexuserp.com,2026-01-13 00:00:00,2025-12-14 00:00:00
1010,SICK,2025-10-05,2025-10-05,,REJECTED,sharon.muller@nexuserp.com,2025-09-23 00:00:00,2025-09-04 00:00:00
1010,SICK,2025-12-11,2025-12-13,,APPROVED,sharon.muller@nexuserp.com,2025-11-26 00:00:00,2025-11-08 00:00:00
1011,SICK,2026-04-29,2026-04-30,,APPROVED,ryan.taylor@nexuserp.com,2026-04-16 00:00:00,2026-03-29 00:00:00
1013,ANNUAL,2026-03-14,2026-03-16,,APPROVED,nancy.singh@nexuserp.com,2026-03-01 00:00:00,2026-02-12 00:00:00
1014,ANNUAL,2025-10-02,2025-10-11,,APPROVED,mei.chen@nexuserp.com,2025-09-19 00:00:00,2025-08-24 00:00:00
1014,ANNUAL,2025-12-13,2025-12-21,,APPROVED,mei.chen@nexuserp.com,2025-12-09 00:00:00,2025-11-12 00:00:00
1015,ANNUAL,2026-08-08,2026-08-09,,APPROVED,hugo.jones@nexuserp.com,2026-08-03 00:00:00,2026-07-06 00:00:00
1015,ANNUAL,2026-01-19,2026-01-23,,APPROVED,hugo.jones@nexuserp.com,2026-01-10 00:00:00,2025-12-28 00:00:00
1016,ANNUAL,2026-04-01,2026-04-08,,APPROVED,manon.hernandez@nexuserp.com,2026-03-15 00:00:00,2026-02-27 00:00:00
1016,ANNUAL,2025-08-11,2025-08-13,,APPROVED,manon.hernandez@nexuserp.com,2025-07-27 00:00:00,2025-07-15 00:00:00
1016,ANNUAL,2026-01-12,2026-01-18,,APPROVED,manon.hernandez@nexuserp.com,2025-12-27 00:00:00,2025-12-13 00:00:00
1017,ANNUAL,2026-01-28,2026-02-03,,APPROVED,oscar.kim@nexuserp.com,2026-01-24 00:00:00,2026-01-06 00:00:00
1019,SICK,2026-01-09,2026-01-11,,APPROVED,hiroshi.scott2@nexuserp.com,2025-12-27 00:00:00,2025-12-08 00:00:00
1019,ANNUAL,2026-02-19,2026-02-28,,APPROVED,hiroshi.scott2@nexuserp.com,2026-02-07 00:00:00,2026-01-28 00:00:00
1022,ANNUAL,2025-11-29,2025-12-08,,APPROVED,nicholas.smith@nexuserp.com,2025-11-17 00:00:00,2025-10-29 00:00:00
1022,SICK,2026-07-30,2026-07-30,,APPROVED,nicholas.smith@nexuserp.com,2026-07-18 00:00:00,2026-06-25 00:00:00
1022,ANNUAL,2026-01-14,2026-01-19,,APPROVED,nicholas.smith@nexuserp.com,2026-01-05 00:00:00,2025-12-17 00:00:00
1024,ANNUAL,2026-07-27,2026-08-03,,APPROVED,susan.muller@nexuserp.com,2026-07-12 00:00:00,2026-06-26 00:00:00
1024,ANNUAL,2026-11-22,2026-11-23,Wedding,PENDING,,,2026-09-25 00:00:00
1025,ANNUAL,2025-10-27,2025-11-03,,APPROVED,samuel.rivera@nexuserp.com,2025-10-08 00:00:00,2025-09-22 00:00:00
1026,ANNUAL,2026-06-12,2026-06-19,,APPROVED,john.clark@nexuserp.com,2026-05-28 00:00:00,2026-05-13 00:00:00
1026,SICK,2026-05-20,2026-05-21,,APPROVED,john.clark@nexuserp.com,2026-05-17 00:00:00,2026-04-29 00:00:00
1026,ANNUAL,2026-05-01,2026-05-04,,APPROVED,john.clark@nexuserp.com,2026-04-22 00:00:00,2026-03-31 00:00:00
1028,ANNUAL,2025-10-22,2025-10-27,,APPROVED,mark.chen@nexuserp.com,2025-10-15 00:00:00,2025-09-19 00:00:00
1028,ANNUAL,2026-01-30,2026-02-02,,APPROVED,mark.chen@nexuserp.com,2026-01-25 00:00:00,2025-12-23 00:00:00
1028,ANNUAL,2026-03-10,2026-03-13,,APPROVED,mark.chen@nexuserp.com,2026-03-02 00:00:00,2026-02-09 00:00:00
1032,ANNUAL,2026-01-23,2026-01-26,,APPROVED,chloe.carter@nexuserp.com,2026-01-13 00:00:00,2025-12-22 00:00:00
1032,ANNUAL,2026-03-06,2026-03-09,,APPROVED,chloe.carter@nexuserp.com,2026-02-23 00:00:00,2026-02-14 00:00:00
1034,ANNUAL,2026-08-08,2026-08-16,,APPROVED,matthew.hernandez@nexuserp.com,2026-07-22 00:00:00,2026-07-18 00:00:00
1034,ANNUAL,2026-04-22,2026-04-24,,APPROVED,matthew.hernandez@nexuserp.com,2026-04-14 00:00:00,2026-03-16 00:00:00
1034,ANNUAL,2026-03-30,2026-04-08,,APPROVED,matthew.hernandez@nexuserp.com,2026-03-24 00:00:00,2026-03-01 00:00:00
1034,ANNUAL,2026-11-18,2026-11-24,,PENDING,,,2026-09-22 00:00:00
1036,ANNUAL,2026-08-15,2026-08-18,,APPROVED,steven.robinson@nexuserp.com,2026-08-09 00:00:00,2026-07-08 00:00:00
1036,ANNUAL,2026-02-20,2026-02-21,,APPROVED,steven.robinson@nexuserp.com,2026-02-07 00:00:00,2026-01-23 00:00:00
1036,ANNUAL,2026-05-26,2026-05-29,,REJECTED,steven.robinson@nexuserp.com,2026-05-10 00:00:00,2026-04-18 00:00:00
1037,OTHER,2026-03-16,2026-03-19,,APPROVED,elena.lee@nexuserp.com,2026-02-26 00:00:00,2026-02-12 00:00:00
1039,UNPAID,2026-03-17,2026-03-22,,APPROVED,elizabeth.russo@nexuserp.com,2026-03-03 00:00:00,2026-02-06 00:00:00
1039,SICK,2025-10-16,2025-10-16,,APPROVED,elizabeth.russo@nexuserp.com,2025-10-06 00:00:00,2025-09-09 00:00:00
1042,ANNUAL,2025-10-18,2025-10-26,,REJECTED,sharon.muller@nexuserp.com,2025-10-01 00:00:00,2025-09-18 00:00:00
1042,ANNUAL,2025-04-20,2025-04-21,,APPROVED,sharon.muller@nexuserp.com,2025-04-16 00:00:00,2025-03-13 00:00:00
1043,UNPAID,2026-01-29,2026-02-02,,APPROVED,ryan.taylor@nexuserp.com,2026-01-12 00:00:00,2025-12-26 00:00:00
1044,ANNUAL,2026-10-05,2026-10-13,Personal matters,PENDING,,,2026-09-24 00:00:00
1045,ANNUAL,2026-08-25,2026-08-28,,APPROVED,tariq.lopez@nexuserp.com,2026-08-16 00:00:00,2026-07-21 00:00:00
1046,ANNUAL,2026-02-18,2026-02-22,,APPROVED,sharon.muller@nexuserp.com,2026-02-05 00:00:00,2026-01-12 00:00:00
1046,ANNUAL,2026-09-11,2026-09-12,,APPROVED,sharon.muller@nexuserp.com,2026-09-01 00:00:00,2026-08-21 00:00:00
1047,ANNUAL,2026-05-23,2026-05-31,,APPROVED,karim.park@nexuserp.com,2026-05-06 00:00:00,2026-04-27 00:00:00
1047,ANNUAL,2026-06-30,2026-07-01,,APPROVED,karim.park@nexuserp.com,2026-06-17 00:00:00,2026-05-22 00:00:00
1048,ANNUAL,2026-06-11,2026-06-15,,APPROVED,tariq.lopez@nexuserp.com,2026-05-24 00:00:00,2026-05-06 00:00:00
1048,ANNUAL,2026-05-23,2026-05-27,,APPROVED,tariq.lopez@nexuserp.com,2026-05-19 00:00:00,2026-05-01 00:00:00
1048,ANNUAL,2026-02-10,2026-02-15,,APPROVED,tariq.lopez@nexuserp.com,2026-01-26 00:00:00,2026-01-11 00:00:00
1049,ANNUAL,2025-12-26,2025-12-28,,APPROVED,camille.lewis@nexuserp.com,2025-12-16 00:00:00,2025-11-29 00:00:00
1052,ANNUAL,2026-01-09,2026-01-17,,APPROVED,sharon.muller@nexuserp.com,2025-12-28 00:00:00,2025-12-19 00:00:00
1053,SICK,2025-02-03,2025-02-03,,APPROVED,elena.scott@nexuserp.com,2025-01-25 00:00:00,2025-01-10 00:00:00
1053,ANNUAL,2024-12-12,2024-12-13,,APPROVED,elena.scott@nexuserp.com,2024-11-30 00:00:00,2024-11-17 00:00:00
1055,ANNUAL,2026-07-29,2026-07-31,,APPROVED,adam.roberts@nexuserp.com,2026-07-24 00:00:00,2026-06-24 00:00:00
1055,SICK,2025-12-29,2025-12-30,,APPROVED,adam.roberts@nexuserp.com,2025-12-17 00:00:00,2025-11-20 00:00:00
1056,ANNUAL,2026-02-06,2026-02-11,,APPROVED,rayan.haddad@nexuserp.com,2026-01-21 00:00:00,2026-01-08 00:00:00
1060,ANNUAL,2026-04-28,2026-05-03,,APPROVED,eric.adams2@nexuserp.com,2026-04-25 00:00:00,2026-03-24 00:00:00
1060,ANNUAL,2025-11-30,2025-12-07,,APPROVED,eric.adams2@nexuserp.com,2025-11-12 00:00:00,2025-11-01 00:00:00
1066,ANNUAL,2025-10-16,2025-10-18,,APPROVED,elizabeth.tanaka2@nexuserp.com,2025-10-10 00:00:00,2025-09-15 00:00:00
1066,ANNUAL,2025-11-03,2025-11-09,,APPROVED,elizabeth.tanaka2@nexuserp.com,2025-10-30 00:00:00,2025-09-28 00:00:00
1068,ANNUAL,2026-05-22,2026-05-29,,APPROVED,joshua.roberts@nexuserp.com,2026-05-12 00:00:00,2026-04-24 00:00:00
1068,ANNUAL,2026-10-10,2026-10-14,,PENDING,,,2026-09-24 00:00:00
1069,ANNUAL,2026-04-02,2026-04-09,,APPROVED,hugo.jones@nexuserp.com,2026-03-20 00:00:00,2026-03-05 00:00:00
1070,ANNUAL,2026-04-14,2026-04-22,,APPROVED,elena.lee@nexuserp.com,2026-03-27 00:00:00,2026-03-18 00:00:00
1071,ANNUAL,2026-07-06,2026-07-15,,REJECTED,ashley.park@nexuserp.com,2026-06-26 00:00:00,2026-06-04 00:00:00
1071,ANNUAL,2025-12-28,2026-01-04,,APPROVED,ashley.park@nexuserp.com,2025-12-22 00:00:00,2025-11-21 00:00:00
1071,ANNUAL,2026-10-23,2026-10-26,Moving house,PENDING,,,2026-09-25 00:00:00
1073,SICK,2026-08-12,2026-08-13,,APPROVED,mark.patel@nexuserp.com,2026-08-01 00:00:00,2026-07-15 00:00:00
1073,ANNUAL,2026-09-03,2026-09-09,,APPROVED,mark.patel@nexuserp.com,2026-08-20 00:00:00,2026-08-01 00:00:00
1073,SICK,2025-11-01,2025-11-01,,APPROVED,mark.patel@nexuserp.com,2025-10-21 00:00:00,2025-10-10 00:00:00
1074,ANNUAL,2026-04-02,2026-04-06,,APPROVED,hugo.jones@nexuserp.com,2026-03-25 00:00:00,2026-02-24 00:00:00
1076,SICK,2026-01-16,2026-01-18,,APPROVED,mark.lee@nexuserp.com,2025-12-31 00:00:00,2025-12-22 00:00:00
1076,SICK,2025-11-24,2025-11-24,,APPROVED,mark.lee@nexuserp.com,2025-11-06 00:00:00,2025-11-04 00:00:00
1077,ANNUAL,2025-12-08,2025-12-13,,APPROVED,kevin.obrien@nexuserp.com,2025-11-26 00:00:00,2025-11-03 00:00:00
1077,SICK,2025-09-21,2025-09-23,,APPROVED,kevin.obrien@nexuserp.com,2025-09-16 00:00:00,2025-08-19 00:00:00
1077,UNPAID,2025-04-23,2025-04-26,,APPROVED,kevin.obrien@nexuserp.com,2025-04-17 00:00:00,2025-03-21 00:00:00
1079,ANNUAL,2026-03-08,2026-03-16,,APPROVED,oscar.kim@nexuserp.com,2026-02-23 00:00:00,2026-02-04 00:00:00
1080,SICK,2026-02-04,2026-02-04,,APPROVED,karen.oliveira2@nexuserp.com,2026-01-20 00:00:00,2026-01-08 00:00:00
1081,SICK,2025-01-09,2025-01-10,,APPROVED,ashley.park@nexuserp.com,2024-12-30 00:00:00,2024-12-03 00:00:00
1081,SICK,2025-09-07,2025-09-08,,APPROVED,ashley.park@nexuserp.com,2025-09-01 00:00:00,2025-08-12 00:00:00
1082,OTHER,2025-10-29,2025-11-05,,APPROVED,nicholas.smith@nexuserp.com,2025-10-12 00:00:00,2025-10-02 00:00:00
1084,ANNUAL,2026-06-11,2026-06-12,,APPROVED,hiroshi.russo2@nexuserp.com,2026-06-06 00:00:00,2026-05-09 00:00:00
1085,ANNUAL,2026-09-03,2026-09-06,,APPROVED,jonathan.brown@nexuserp.com,2026-08-15 00:00:00,2026-08-08 00:00:00
1088,ANNUAL,2025-10-10,2025-10-19,,APPROVED,jennifer.rodriguez@nexuserp.com,2025-09-25 00:00:00,2025-09-03 00:00:00
1096,ANNUAL,2026-02-12,2026-02-17,,REJECTED,nancy.singh@nexuserp.com,2026-01-27 00:00:00,2026-01-15 00:00:00
1097,SICK,2026-08-14,2026-08-14,,APPROVED,sara.khalil@nexuserp.com,2026-08-04 00:00:00,2026-07-09 00:00:00
1098,SICK,2025-05-10,2025-05-10,,APPROVED,emily.harris@nexuserp.com,2025-05-03 00:00:00,2025-04-19 00:00:00
1099,ANNUAL,2025-10-04,2025-10-05,,APPROVED,susan.muller@nexuserp.com,2025-09-24 00:00:00,2025-09-12 00:00:00
1099,SICK,2026-06-03,2026-06-03,,APPROVED,susan.muller@nexuserp.com,2026-05-30 00:00:00,2026-05-04 00:00:00
1100,ANNUAL,2025-04-05,2025-04-14,,APPROVED,priya.shah@nexuserp.com,2025-03-31 00:00:00,2025-03-08 00:00:00
1100,ANNUAL,2025-05-02,2025-05-09,,APPROVED,priya.shah@nexuserp.com,2025-04-28 00:00:00,2025-04-06 00:00:00
1101,ANNUAL,2025-11-16,2025-11-21,,APPROVED,aiko.silva@nexuserp.com,2025-11-06 00:00:00,2025-10-15 00:00:00
1101,ANNUAL,2026-01-21,2026-01-24,,APPROVED,aiko.silva@nexuserp.com,2026-01-04 00:00:00,2025-12-30 00:00:00
1101,ANNUAL,2025-03-01,2025-03-08,,APPROVED,aiko.silva@nexuserp.com,2025-02-17 00:00:00,2025-01-21 00:00:00
1102,SICK,2026-04-21,2026-04-22,,APPROVED,paul.moreau@nexuserp.com,2026-04-18 00:00:00,2026-03-15 00:00:00
1102,ANNUAL,2026-05-01,2026-05-10,,APPROVED,paul.moreau@nexuserp.com,2026-04-27 00:00:00,2026-03-26 00:00:00
1102,ANNUAL,2026-07-27,2026-08-05,,APPROVED,paul.moreau@nexuserp.com,2026-07-09 00:00:00,2026-06-24 00:00:00
1103,ANNUAL,2026-03-25,2026-03-27,,APPROVED,mei.chen@nexuserp.com,2026-03-22 00:00:00,2026-02-16 00:00:00
1105,ANNUAL,2025-11-17,2025-11-22,,APPROVED,amanda.martin2@nexuserp.com,2025-11-07 00:00:00,2025-10-24 00:00:00
1106,ANNUAL,2026-06-28,2026-06-30,,APPROVED,oscar.kim@nexuserp.com,2026-06-24 00:00:00,2026-05-31 00:00:00
1106,OTHER,2026-06-13,2026-06-20,,APPROVED,oscar.kim@nexuserp.com,2026-05-27 00:00:00,2026-05-18 00:00:00
1107,ANNUAL,2025-11-12,2025-11-18,,APPROVED,paul.taylor@nexuserp.com,2025-11-03 00:00:00,2025-10-17 00:00:00
1107,ANNUAL,2026-01-28,2026-02-01,,APPROVED,paul.taylor@nexuserp.com,2026-01-09 00:00:00,2026-01-04 00:00:00
1109,ANNUAL,2025-11-13,2025-11-16,,APPROVED,hugo.jones@nexuserp.com,2025-11-03 00:00:00,2025-10-14 00:00:00
1111,UNPAID,2025-10-30,2025-10-31,,APPROVED,paul.taylor@nexuserp.com,2025-10-21 00:00:00,2025-09-26 00:00:00
1111,ANNUAL,2025-06-24,2025-06-27,,APPROVED,paul.taylor@nexuserp.com,2025-06-11 00:00:00,2025-05-31 00:00:00
1111,SICK,2026-01-23,2026-01-25,,REJECTED,paul.taylor@nexuserp.com,2026-01-19 00:00:00,2025-12-23 00:00:00
1113,ANNUAL,2025-10-18,2025-10-19,,APPROVED,alice.tanaka@nexuserp.com,2025-10-14 00:00:00,2025-09-27 00:00:00
1113,ANNUAL,2025-09-30,2025-10-03,,APPROVED,alice.tanaka@nexuserp.com,2025-09-19 00:00:00,2025-09-05 00:00:00
1114,ANNUAL,2026-06-18,2026-06-25,,APPROVED,adam.roberts@nexuserp.com,2026-06-04 00:00:00,2026-05-17 00:00:00
1114,ANNUAL,2025-12-10,2025-12-11,,APPROVED,adam.roberts@nexuserp.com,2025-11-22 00:00:00,2025-11-20 00:00:00
1115,ANNUAL,2026-06-16,2026-06-22,,APPROVED,michelle.king@nexuserp.com,2026-06-13 00:00:00,2026-05-11 00:00:00
1115,SICK,2026-03-28,2026-03-30,,APPROVED,michelle.king@nexuserp.com,2026-03-11 00:00:00,2026-02-17 00:00:00
1115,ANNUAL,2026-02-22,2026-02-26,,APPROVED,michelle.king@nexuserp.com,2026-02-06 00:00:00,2026-01-27 00:00:00
1116,ANNUAL,2026-07-07,2026-07-13,,APPROVED,hugo.jones@nexuserp.com,2026-07-02 00:00:00,2026-05-30 00:00:00
1116,ANNUAL,2026-05-31,2026-06-02,,APPROVED,hugo.jones@nexuserp.com,2026-05-16 00:00:00,2026-05-10 00:00:00
1116,SICK,2026-01-17,2026-01-17,,APPROVED,hugo.jones@nexuserp.com,2025-12-30 00:00:00,2025-12-27 00:00:00
1117,ANNUAL,2026-07-20,2026-07-28,,APPROVED,mark.smith@nexuserp.com,2026-07-04 00:00:00,2026-06-26 00:00:00
1117,OTHER,2026-04-01,2026-04-02,,APPROVED,mark.smith@nexuserp.com,2026-03-29 00:00:00,2026-03-10 00:00:00
1118,ANNUAL,2026-02-01,2026-02-10,,APPROVED,susan.muller@nexuserp.com,2026-01-20 00:00:00,2025-12-29 00:00:00
1118,ANNUAL,2026-05-15,2026-05-19,,APPROVED,susan.muller@nexuserp.com,2026-05-11 00:00:00,2026-04-25 00:00:00
1119,ANNUAL,2026-08-25,2026-08-27,,APPROVED,mark.lee@nexuserp.com,2026-08-08 00:00:00,2026-07-18 00:00:00
1119,ANNUAL,2026-02-27,2026-03-04,,APPROVED,mark.lee@nexuserp.com,2026-02-10 00:00:00,2026-01-24 00:00:00
1121,ANNUAL,2026-04-07,2026-04-15,,APPROVED,wei.wilson@nexuserp.com,2026-03-22 00:00:00,2026-03-16 00:00:00
1124,ANNUAL,2026-07-24,2026-07-27,,APPROVED,tariq.lopez@nexuserp.com,2026-07-07 00:00:00,2026-06-21 00:00:00
1126,ANNUAL,2025-10-24,2025-10-29,,APPROVED,hiroshi.russo2@nexuserp.com,2025-10-15 00:00:00,2025-09-17 00:00:00
1126,ANNUAL,2026-03-09,2026-03-17,,APPROVED,hiroshi.russo2@nexuserp.com,2026-02-20 00:00:00,2026-02-12 00:00:00
1127,SICK,2026-07-20,2026-07-22,,REJECTED,priya.mitchell@nexuserp.com,2026-07-03 00:00:00,2026-06-19 00:00:00
1131,ANNUAL,2026-05-14,2026-05-17,,APPROVED,manon.hernandez@nexuserp.com,2026-05-05 00:00:00,2026-04-11 00:00:00
1132,ANNUAL,2026-02-02,2026-02-05,,APPROVED,olivia.williams@nexuserp.com,2026-01-16 00:00:00,2025-12-31 00:00:00
1133,SICK,2025-12-19,2025-12-21,,APPROVED,ryan.taylor@nexuserp.com,2025-12-05 00:00:00,2025-11-20 00:00:00
1135,ANNUAL,2026-08-12,2026-08-18,,APPROVED,rayan.haddad@nexuserp.com,2026-08-07 00:00:00,2026-07-04 00:00:00
1135,ANNUAL,2026-06-16,2026-06-19,,APPROVED,rayan.haddad@nexuserp.com,2026-06-02 00:00:00,2026-05-09 00:00:00
1136,ANNUAL,2026-04-20,2026-04-21,,APPROVED,ashley.park@nexuserp.com,2026-04-07 00:00:00,2026-03-21 00:00:00
1138,ANNUAL,2026-06-11,2026-06-12,,APPROVED,elizabeth.russo@nexuserp.com,2026-06-06 00:00:00,2026-05-14 00:00:00
1148,ANNUAL,2026-03-17,2026-03-20,,APPROVED,nour.adams@nexuserp.com,2026-03-08 00:00:00,2026-02-21 00:00:00
1148,SICK,2026-09-05,2026-09-07,,APPROVED,nour.adams@nexuserp.com,2026-08-29 00:00:00,2026-08-12 00:00:00
1148,OTHER,2026-02-27,2026-03-06,,APPROVED,nour.adams@nexuserp.com,2026-02-18 00:00:00,2026-01-22 00:00:00
1150,ANNUAL,2026-06-15,2026-06-17,,APPROVED,chloe.carter@nexuserp.com,2026-06-02 00:00:00,2026-05-23 00:00:00
1152,SICK,2025-11-02,2025-11-04,,APPROVED,emily.harris@nexuserp.com,2025-10-30 00:00:00,2025-10-13 00:00:00
1152,ANNUAL,2026-01-23,2026-01-26,,APPROVED,emily.harris@nexuserp.com,2026-01-18 00:00:00,2025-12-27 00:00:00
1154,ANNUAL,2025-10-22,2025-10-29,,APPROVED,manon.hernandez@nexuserp.com,2025-10-11 00:00:00,2025-09-23 00:00:00
1156,ANNUAL,2026-01-25,2026-01-30,,APPROVED,karen.lee@nexuserp.com,2026-01-09 00:00:00,2025-12-19 00:00:00
1157,ANNUAL,2025-10-09,2025-10-12,,APPROVED,elena.lee@nexuserp.com,2025-09-21 00:00:00,2025-09-10 00:00:00
1157,SICK,2025-10-30,2025-11-01,,APPROVED,elena.lee@nexuserp.com,2025-10-16 00:00:00,2025-10-01 00:00:00
1157,UNPAID,2025-05-20,2025-05-24,,APPROVED,elena.lee@nexuserp.com,2025-05-06 00:00:00,2025-04-18 00:00:00
1158,ANNUAL,2026-03-31,2026-04-07,,APPROVED,lucas.laurent@nexuserp.com,2026-03-13 00:00:00,2026-02-27 00:00:00
1158,ANNUAL,2026-04-10,2026-04-19,,APPROVED,lucas.laurent@nexuserp.com,2026-04-02 00:00:00,2026-03-16 00:00:00
1161,ANNUAL,2026-08-22,2026-08-28,,APPROVED,nicholas.smith@nexuserp.com,2026-08-09 00:00:00,2026-07-22 00:00:00
1163,ANNUAL,2026-08-08,2026-08-12,,APPROVED,hana.lopez@nexuserp.com,2026-07-27 00:00:00,2026-07-14 00:00:00
1163,ANNUAL,2025-12-02,2025-12-04,,APPROVED,hana.lopez@nexuserp.com,2025-11-16 00:00:00,2025-10-24 00:00:00
1164,SICK,2026-05-13,2026-05-14,,REJECTED,camille.lewis@nexuserp.com,2026-04-27 00:00:00,2026-04-15 00:00:00
1164,SICK,2026-05-27,2026-05-29,,APPROVED,camille.lewis@nexuserp.com,2026-05-21 00:00:00,2026-04-30 00:00:00
1164,ANNUAL,2026-06-23,2026-06-24,,REJECTED,camille.lewis@nexuserp.com,2026-06-05 00:00:00,2026-05-22 00:00:00
1165,ANNUAL,2025-12-05,2025-12-14,,APPROVED,steven.robinson@nexuserp.com,2025-11-29 00:00:00,2025-11-15 00:00:00
1165,SICK,2026-02-21,2026-02-22,,APPROVED,steven.robinson@nexuserp.com,2026-02-06 00:00:00,2026-01-20 00:00:00
1165,ANNUAL,2026-04-10,2026-04-11,,APPROVED,steven.robinson@nexuserp.com,2026-04-04 00:00:00,2026-03-16 00:00:00
1166,ANNUAL,2025-11-04,2025-11-12,,APPROVED,hugo.jones@nexuserp.com,2025-10-26 00:00:00,2025-09-28 00:00:00
1166,UNPAID,2026-03-09,2026-03-17,,APPROVED,hugo.jones@nexuserp.com,2026-03-06 00:00:00,2026-02-10 00:00:00
1166,OTHER,2026-08-16,2026-08-24,,APPROVED,hugo.jones@nexuserp.com,2026-08-09 00:00:00,2026-07-14 00:00:00
1167,ANNUAL,2025-12-06,2025-12-07,,REJECTED,paul.khalil@nexuserp.com,2025-11-20 00:00:00,2025-11-07 00:00:00
1171,OTHER,2026-02-22,2026-02-28,,APPROVED,susan.roberts@nexuserp.com,2026-02-13 00:00:00,2026-01-31 00:00:00
1171,ANNUAL,2026-06-18,2026-06-21,,APPROVED,susan.roberts@nexuserp.com,2026-06-13 00:00:00,2026-05-11 00:00:00
1172,SICK,2026-04-06,2026-04-06,,APPROVED,mark.chen@nexuserp.com,2026-03-31 00:00:00,2026-02-26 00:00:00
1173,ANNUAL,2026-06-19,2026-06-25,,APPROVED,oscar.kim@nexuserp.com,2026-06-09 00:00:00,2026-05-18 00:00:00
1175,ANNUAL,2025-06-18,2025-06-21,,APPROVED,rayan.flores@nexuserp.com,2025-06-11 00:00:00,2025-05-10 00:00:00
1175,SICK,2025-06-10,2025-06-10,,APPROVED,rayan.flores@nexuserp.com,2025-05-30 00:00:00,2025-05-13 00:00:00
1177,ANNUAL,2026-01-23,2026-01-29,,APPROVED,arjun.khalil@nexuserp.com,2026-01-07 00:00:00,2025-12-31 00:00:00
1177,ANNUAL,2026-03-23,2026-04-01,,APPROVED,arjun.khalil@nexuserp.com,2026-03-18 00:00:00,2026-02-15 00:00:00
1179,ANNUAL,2025-10-12,2025-10-16,,APPROVED,steven.robinson@nexuserp.com,2025-09-25 00:00:00,2025-09-07 00:00:00
1180,SICK,2026-08-17,2026-08-19,,APPROVED,manon.hernandez@nexuserp.com,2026-07-31 00:00:00,2026-07-13 00:00:00
1180,ANNUAL,2026-08-14,2026-08-21,,APPROVED,manon.hernandez@nexuserp.com,2026-07-27 00:00:00,2026-07-13 00:00:00
1184,OTHER,2026-01-15,2026-01-21,,APPROVED,nicholas.smith@nexuserp.com,2026-01-01 00:00:00,2025-12-16 00:00:00
1190,SICK,2026-05-23,2026-05-23,,APPROVED,rayan.haddad@nexuserp.com,2026-05-18 00:00:00,2026-04-25 00:00:00
1190,ANNUAL,2026-05-14,2026-05-16,,APPROVED,rayan.haddad@nexuserp.com,2026-05-09 00:00:00,2026-04-18 00:00:00
1191,ANNUAL,2026-07-15,2026-07-19,,APPROVED,hugo.jones@nexuserp.com,2026-07-04 00:00:00,2026-06-24 00:00:00
1192,SICK,2026-03-12,2026-03-14,,APPROVED,ryan.khalil@nexuserp.com,2026-02-27 00:00:00,2026-02-18 00:00:00
1192,UNPAID,2026-04-08,2026-04-10,,APPROVED,ryan.khalil@nexuserp.com,2026-03-28 00:00:00,2026-03-02 00:00:00
1193,ANNUAL,2026-01-04,2026-01-09,,APPROVED,elena.scott@nexuserp.com,2025-12-18 00:00:00,2025-11-28 00:00:00
1193,ANNUAL,2026-08-23,2026-09-01,,APPROVED,elena.scott@nexuserp.com,2026-08-06 00:00:00,2026-07-22 00:00:00
1195,UNPAID,2025-12-19,2025-12-25,,APPROVED,ashley.park@nexuserp.com,2025-12-14 00:00:00,2025-11-28 00:00:00
